lemma,count
гьекъолеб,41
гӏаданлъи,41
гӏиси-бикъинаб,41
дуризе,41
история,41
квешаб-лъикӏаб,41
копия,41
къвалакь,41
къотӏел,41
лагълъи,41
лазатбахъи,41
отдел,41
отпуск,41
расандизе,41
рижи,41
риидал,41
совхоз,41
суризе,41
тохлъизе,41
тӏатинабизе,41
урхъизе,41
фото,41
халича,41
хурхен,41
хъап,41
хьазе,41
хӏалихьатаб,41
хӏикматаб,41
чӏаразе,41
чӏинкӏиллъи,41
чӏорто,41
юргъан,41
бакь,40
бакӏа-бахаризе,40
бахиллъизе,40
буссизе,40
гозо,40
гугаризе,40
гъеду,40
гъине,40
гьуэр,40
гӏела,40
добехун,40
жамагӏат,40
ихдал,40
кваназабизе,40
кваркьи,40
клетка,40
кьили,40
операция,40
рагӏад,40
термин,40
фронт,40
хъантӏизе,40
хьандезе,40
хӏацӏу,40
хӏинкъизабизе,40
хӏос,40
цокӏаллъизе,40
цӏогьор,40
чвалхизе,40
щий,40
агъаз,39
баргъич,39
биччизабизе,39
гиризабизе,39
гьедигӏан,39
гьусизе,39
гӏанса,39
гӏинтӏамизе,39
дирго,39
директор,39
духъ,39
жубазабизе,39
качество,39
къинабизе,39
кьватӏел,39
кьегӏ,39
кӏул,39
лал,39
мал,39
мали,39
миллат,39
налог,39
нугӏ,39
печать,39
регӏел,39
ругънал,39
рурудизе,39
рухӏияб,39
сверел,39
умумул,39
учитель,39
хъаз,39
хъухъазе,39
хӏебет,39
хӏилла,39
цолъи,39
цӏоб,39
чӏегӏер,39
щвата,39
ячине,39
база,38
баккаризе,38
бахӏарай,38
болъо,38
борч,38
бригада,38
бугьине,38
гъуд,38
гъутухъ,38
гьогьомизе,38
гӏадалаб,38
гӏакӏа,38
гӏурдахӏан,38
дир,38
дурусаб,38
ичӏго,38
квелъ,38
кинабалиго,38
лагӏизе,38
лъалхъизе,38
лъулъазе,38
мебель,38
офицер,38
ритӏухъаб,38
рукъзал,38
склад,38
трактор,38
хехлъизабизе,38
хинкӏ,38
хъахӏ,38
хьуцӏ,38
хӏалухъен,38
хӏапара,38
цӏоро-гъорозе,38
шагӏир,38
шайтӏан,38
щурун,38
эхебе,38
аваданлъизе,37
бидурихь,37
битӏахъе,37
бортизабизе,37
бутӏ,37
гьедизе,37
гӏараб,37
дагь-дагьккун,37
далил,37
дарай,37
дугӏа,37
кабинет,37
кепаб,37
кочӏохъан,37
къабихӏаб,37
къулизабизе,37
кьаралъизе,37
кӏичӏизабизе,37
кӏургӏизе,37
мадар,37
мастерская,37
маххал,37
нахътӏамизе,37
рагӏизабизе,37
ракӏчӏезе,37
речӏчӏаризе,37
рихьдае,37
ругьел,37
сверухълъи,37
сум,37
суркӏа,37
тохаб,37
турба,37
тӏадецузе,37
тӏалъел,37
тӏатӏи,37
фильм,37
хатӏ,37
хира,37
хъвагӏазе,37
хьуризе,37
хӏат,37
хӏеккине,37
цӏуяб,37
чӏунтизе,37
чӏурканлъизе,37
щакдаризе,37
асир,36
ахада,36
бала-гъалагьизе,36
бахъаризе,36
бахӏарчияб,36
бензин,36
босаризе,36
бугӏа,36
букъаризе,36
гъамас,36
гъиз,36
гьагъаб,36
гьардезе,36
гьарзаяб,36
гьетӏараб,36
гьодораб,36
гӏадатлъизе,36
какизе,36
квалквадизе,36
квацӏи,36
километр,36
лъамияб,36
марка,36
математика,36
махщалида,36
мискин,36
нигӏмат,36
пионер,36
пирхизе,36
рогьине,36
сверухъе,36
сургу,36
талихӏаб,36
тах,36
техникияб,36
тӏилгӏазе,36
хинлъи,36
хиси,36
хор,36
хьвади,36
хӏатта,36
хӏунчизе,36
эл,36
агьлу,35
больница,35
бугӏун,35
буцӏизе,35
гайка,35
гач,35
гожо,35
гъецӏ,35
гьаб и гьай,35
гьализабизе,35
гьуинлъизе,35
гьурщизе,35
гӏаг,35
дуруслъизе,35
жамгӏияб,35
квартӏа,35
квербацӏцӏ,35
кибго,35
кида,35
куц-мухъ,35
къварилъи,35
кьогӏаб,35
кӏанцӏезе,35
кӏичӏ-кӏичӏизе,35
можоро,35
мутӏигӏаб,35
намуслъизе,35
ордек,35
охцер,35
пири,35
реакция,35
рекӏкӏ,35
республика,35
сахаб,35
сихӏкъотӏизе,35
танк,35
тирияб,35
тӏадбуссине,35
тӏадехун,35
футбол,35
хамур,35
хӏе,35
хӏелизе,35
хӏинцлъизе,35
цӏутӏизе,35
чилизе,35
чухӏизе,35
ччобори,35
чӏухӏизабизе,35
эбел-эмен,35
язихълъизе,35
яхӏ-намус,35
авараг,34
адрес,34
акт,34
балугълъизе,34
барти,34
бачӏин,34
билълъун,34
бохьизе,34
бугун,34
гарал,34
гвай,34
грамм,34
гури,34
гъапуллъизе,34
гъветӏ-хер,34
гъугъазе,34
гьалагаб,34
гӏей,34
гӏемерисеб,34
гӏеризе,34
дандбазе,34
зиян,34
камилаб,34
квана-гьекъезе,34
кинго,34
комитет,34
къватӏибехун,34
кьучӏаб,34
лагьизе,34
лакай,34
лъикӏлъи,34
махӏцине,34
мукъулукъ,34
нахъбахъизе,34
начальник,34
папирос,34
питна,34
ремонт,34
сину,34
сихӏираб,34
сундухъ,34
тахта,34
тушманаб,34
тӏинкӏизе,34
фигура,34
херай,34
ххенезе,34
хъаба,34
хъирщизе,34
цуризе,34
чӏалгӏаде,34
чӏалхине,34
чӏамизе,34
азарго,33
ал,33
аниб,33
бакӏ-бакӏалда,33
бек-бекизе,33
бечед,33
битӏараб,33
гаргар,33
география,33
гогьаб,33
гъваризе,33
гъункараб,33
гӏахьалчи,33
гӏорцӏизегӏан,33
дагӏба-рагӏи,33
дарман,33
дугъдазе,33
капуста,33
квербакъизе,33
керчаб,33
кибего,33
кули,33
курс,33
къачӏадизе,33
къвагъизе,33
къвакъвадизе,33
къезе,33
кӏалъай,33
кӏотине,33
лахӏ,33
лахӏзат,33
лъабабго,33
лъадаризе,33
макру,33
машинка,33
мокъокъ,33
нота,33
пиша,33
процент,33
пуйзе,33
раччи,33
регӏизе,33
тӏорахь,33
физика,33
фонд,33
хазина,33
хилиплъизе,33
хьонтӏи,33
хӏакъаб,33
хӏалбихьи,33
цӏа-кан,33
щекӏ,33
щущазе,33
экономикияб,33
ясалъул,33
ахӏанже,32
бегуниса,32
бекӏкӏизе,32
битӏа-бишизе,32
бугъа,32
гел,32
гъванща,32
гъоркьчӏел,32
гьадинго,32
гьоболлъи,32
гьогьен,32
гӏолилал,32
гӏолохъанлъизе,32
гӏункӏрукь,32
запас,32
къор,32
кьин,32
кӏичӏвазе,32
лъалъазе,32
махӏу,32
насихӏат,32
нахъбилълъине,32
оркестр,32
пиво,32
программа,32
рагъизе,32
рагӏа-ракьан,32
рикӏи,32
рогьоб,32
рохалилаб,32
сихӏру,32
спортсмен,32
телевизор,32
туз,32
тури,32
тӏех,32
христианал,32
хӏаризе,32
хӏикмалъизе,32
цебегосеб,32
чадир,32
чияраб,32
чӏахӏа,32
чӏобоголъизе,32
шляпа,32
штаб,32
якъинлъизе,32
атом,31
ахӏмакъ,31
багӏар,31
бесдал,31
беччизе,31
бизарлъизе,31
бокь,31
бокьоб,31
бугин,31
буран,31
бурбудизе,31
буххизе,31
васвасдизе,31
велосипед,31
гурин,31
гьадинабго,31
гьанжесеб,31
гьудуллъи,31
гӏодоцинабизе,31
гӏурусал,31
дагӏба-къец,31
дегӏен,31
диде,31
дуда,31
загьруяб,31
загӏип,31
зани,31
ижара,31
исхъали,31
кӏикъоялда,31
кӏусизе,31
магьари,31
мехалда,31
мечӏ,31
милъир,31
музей,31
муцӏи,31
нанай,31
огоб,31
парк,31
продукт,31
рекӏарав,31
речине,31
сири,31
сухъмахъ,31
ургьимес,31
училище,31
философия,31
флот,31
харицел,31
хекко,31
хӏалае,31
хӏули,31
хӏутӏ,31
цебегӏан,31
цирк,31
цойидасан,31
цӏалкӏу,31
чарлъизе,31
чӏинтӏизабизе,31
азине,30
алжан,30
байбихьул,30
бакъалда,30
балагьизабизе,30
бегӏеризе,30
бетӏергьанаб,30
беэн,30
бокьи,30
гьаркьал,30
гьебго,30
гьоло,30
гӏечугъветӏ,30
дагьабниги,30
дуде,30
жужазе,30
зама-заманалдасан,30
интересаб,30
квегӏенлъизе,30
къотӏи-къай,30
къотӏизабизе,30
кьарияб,30
кӏибикьизе,30
кӏкӏал,30
кӏуни,30
кӏуризе,30
лъабабилеб,30
лъеберго,30
лъелго,30
маданият,30
май,30
микки,30
михир,30
мунпагӏат,30
насос,30
нечей,30
нису,30
пахрулъизе,30
пенсия,30
пластинка,30
председатель,30
ражи,30
разилъи,30
разилъунгутӏи,30
ракьанда,30
ралъдал,30
рама,30
рогӏоро,30
тарихияб,30
телеграмма,30
тетрадь,30
тӏегьазе,30
тӏеркӏезе,30
университет,30
харибакӏ,30
хъахӏиллъизе,30
хъачӏго,30
хӏасратаб,30
хӏинцаб,30
цӏатари,30
цӏо,30
чагъана,30
чемодан,30
чини,30
чорокаб,30
чӏакӏултӏан,30
чӏара-хьараб,30
щуб,30
щулалъизабизе,30
эгъе,30
язихъаб,30
ясал,30
ясикӏо,30
ахирияб,29
балъ,29
балъаргъине,29
бекӏ,29
бел,29
буржуазияб,29
вакиллъи,29
вахӏшияб,29
гогьма,29
гочаризе,29
гул,29
гъалбацӏ,29
гъанкъизабизе,29
гьаваяб,29
гьакӏкӏазе,29
гьитӏинлъизе,29
гӏагӏадизе,29
гӏала,29
гӏарз,29
гӏеблъизе,29
гӏебса,29
дандекквезе,29
дихъ,29
дунги,29
жаназа,29
загьираб,29
зваргъизе,29
икра,29
капитан,29
катӏари,29
кисанго,29
кунчӏ-кунчӏизе,29
куркьби,29
къачӏа-кӏатӏазе,29
къокълъизе,29
къункъра,29
кӏалгӏа,29
кӏихӏи,29
лак,29
лента,29
макруяб,29
малълъизе,29
мащу,29
министерство,29
нахъбуссинабизе,29
нахъеккезе,29
паспорт,29
пассажир,29
приказ,29
ралагьи,29
расги,29
раххан,29
рехьед,29
риз,29
ризлъизе,29
рукен,29
свердизе,29
согӏаб,29
сордо-къо,29
спектакль,29
тӏарамагъадисеб,29
тӏеренлъизе,29
тӏогьиллъизе,29
угьдизе,29
ударение,29
устарлъи,29
хашаб,29
хераб,29
ххараб,29
хъарпуз,29
хъвалсазе,29
хъубухъине,29
хьвада-чӏвади,29
хӏабургъине,29
хӏайран,29
хӏасрат,29
цебегоялдаса,29
цогояб,29
цохӏого,29
цӏикизе,29
цӏороберал,29
цӏункӏизе,29
чирма,29
чирмакъали,29
чӏинкьа-кӏитӏизе,29
чӏунтизабизе,29
чӏурканаб,29
щоб,29
ящик,29
алхине,28
ахӏмакълъизе,28
бакътӏерхьул,28
банка,28
баркат,28
басине,28
бахьизе,28
бахӏс,28
бохизабизе,28
букаризе,28
букӏкӏ-букӏкӏине,28
грекал,28
гургинлъизе,28
гъоркьлъел,28
гьагаб,28
гьадав,28
гьунизе,28
дица,28
зунизе,28
инженер,28
инжитлъизе,28
кагътал,28
кашиш,28
кумекчи,28
къоролай,28
кӏиликӏ,28
ле,28
лъилъаризе,28
лъутӏ,28
макьид,28
микьир,28
мукъсанаб,28
мукӏур,28
надал,28
напс,28
некӏого,28
палата,28
памятник,28
паркъезе,28
пастӏан,28
пуланаб,28
ракъдада,28
расанкӏо,28
рекӏекълъизе,28
речӏчӏизабизе,28
ричӏчӏи,28
сардилъ,28
сахлъизабизе,28
слог,28
спорталъул,28
татарал,28
тема,28
транспорт,28
тӏадагьлъизе,28
тӏадчӏезе,28
тӏиризе,28
факультет,28
хагазе,28
хачазе,28
хъинтӏизе,28
хӏайранлъи,28
цӏахӏилаб,28
чабах,28
